,Ref,Cosine_Similarity,Cosine_Smiles,Euclidean Distance,Euclidean Smiles,Generate_scores,Generate,Random Scores,Random Generate
438,COC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccccc4Cl)cc3C(=O)N2C)O1,0.38,OC[C@H]1O[C@@H](CC(=O)N2CCOCC2)CC[C@@H]1NC(=O)c1ccccn1,0.41,O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12,0.61,CC1CCCCOC(CN(C)C(=O)NC2CCCCC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1,0.57,CC(C)(C)C(=O)N1C2Cn3c(cc(-c4ccncc4)cc3=O)C1C(CO)C2C(=O)NCc1ccc(F)cc1
445,COC(=O)Cn1nc(-c2cccc(OC)c2)c2ccccc12,0.0,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)Oc2cc(C#Cc3ccccn3)ccc2S1(=O)=O,0.0,CN(C)CCCSc1ccccc1NC(=O)C=Cc1ccccc1,0.52,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.45,CCN1CCN(CCCn2cc(-c3cc(F)ccc3C(F)(F)F)nn2)CC1
446,COC(=O)Nc1ccc(cc1)-c1nc(N2CCOCC2)c2cnn(C3CCN(CC3)C(=O)OC)c2n1,0.0,CCS(=O)(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)NCc4ccccc4F)CC[C@@H]3N(C)C(=O)c2c1,0.0,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,0.42,CNCCCNC(=O)C12c3ccc(-c4cncnc4)c(=O)n3CC1(CO)CCN2C(=O)Nc1ccc(C(F)(F)F)cc1,0.29,CN(Cc1c(Br)c(Br)c(Br)c(S(=O)(=O)NC(CCCCN(CCCCCC(=O)NC2CCCCC2=O)C(=O)c2ccccc2)C(=O)O)c1C(F)(F)F)S(C)(=O)=O
448,COC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(ccc(-c4ccccc4OC)c3=O)[C@H]1N2Cc1ccccc1,0.0,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O,0.0,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)C)OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccncc3)cc2C1=O,0.0,CC1CCCCOC(CN(C)Cc2cccnc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCCCC3)ccc2O1,0.0,CN(C)CCCNC(=O)CC1OC(CO)CC=C1NC(=O)Nc1ccccc1C(F)(F)F
450,COC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(ccc(C4=CCCCC4)c3=O)[C@@H]2N1Cc1ccc2OCOc2c1,0.0,CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@H](CN(C)C(=O)NC3CCCCC3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1,0.0,CO[C@H](CN(C)Cc1cc(F)ccc1F)[C@@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccc(F)cc1,0.0,Cc1ccccc1S(=O)(=O)N(C)CC1Oc2ccc(NC(=O)C3CCCCC3)cc2CC(=O)N(C(C)CO)CC1C,0.0,COCCNC(=O)CC1CC2c3cc(NS(=O)(=O)CC(F)(F)F)ccc3OC2C(CO)O1
452,COC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4ccccc4OC)c3=O)[C@@H]1N2Cc1ccccc1,0.37,CCN1CCC(CNC(=O)c2cc(ccc2OC)S(=O)(=O)N)C1,0.37,OC[C@@H]1O[C@H](CCn2cc(Cc3ccccc3)nn2)CC[C@H]1NS(=O)(=O)c1ccccc1F,0.0,O=C(Nc1cccc(C(=O)Nc2cccc(C(F)(F)F)c2)c1)c1cccnc1,0.0,Cc1cccc(C)c1NC(=O)CCCCC(=O)NCc1ccccc1
454,COC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(C4=CCCCC4)c3=O)[C@H]2N1Cc1ccc2OCOc2c1,0.25,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O,0.25,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O,0.0,CC(C)NC(=O)N(C)CC1Oc2cc(-c3ccccc3C(=O)N(C)C)ccc2S(=O)(=O)N(C(C)CO)CC1C,0.0,CCOc1c(CN(CC(=O)O)CC(=O)O)cccc1OCc1c(O)cccc1O
458,COCC#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N([C@@H]1C#N)C(=O)Cc1ccccc1,0.75,CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccccc3OC)ccc2OC[C@H](C)NC[C@H]1C,0.29,Clc1ccccc1CN1CCc2sccc2C1,0.53,CC(C)NC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2,0.44,COc1ccc(-c2ccc3c(c2)OC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)S3(=O)=O)cc1
459,COCC#Cc1ccc(cc1)[C@H]1[C@@H](CO)N([C@@H]1C#N)C(=O)Cc1ccccc1,0.46,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCc3cn(CCCC1=O)nn3,0.48,[O-][N+](=O)c1ccc2NC(=O)C3(NNc4ccccc4O3)c2c1,0.57,CC(C)(C)C(NC(=O)CC1CCC2C(COCC(O)CN2C(=O)Nc2ccc(F)cc2)O1)c1ccccc1,0.39,Cc1c(C)c(C)c(CN2CCN(CCCNC(=N)N)CC2)c(C)c1C
460,COCC#Cc1ccc(cc1)[C@H]1[C@H](CO)N([C@H]1C#N)C(=O)Cc1ccccc1,0.29,COc1cc(C(=O)O)c2Oc3c(C=O)c(O)cc(C)c3C(=O)Oc2c1C,0.36,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,0.51,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)CC5CC5)ccc4OC3C(CO)O2)cc1,0.49,CC1COC2CN(C)CC(=O)COC2C1c1ccccc1C(=O)NCc1c(F)c(F)c(F)c(F)c1F
461,COCC(=O)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2cc(NC(=O)c3ccc(cc3)-c3ccccc3)ccc2OC[C@H]1C)OC,0.49,OC[C@@H]1[C@H]2Cn3c(ccc(C4=CCCC4)c3=O)[C@@H]([C@H]1C(=O)NC1CCCC1)N2C(=O)c1ccccc1,0.29,OC(COc1cccc2oc(cc(=O)c12)C(O)=O)COc1cccc2oc(cc(=O)c12)C(O)=O,0.78,CCCC(=O)Nc1ccc2c(c1)OCC(C)N(C(=O)CC1CCCC1)CC(C)C(OC)CN(C)C2=O,0.5,CN(C)C(=O)C1C(CO)C2Cn3c(ccc(-c4cncnc4)c3=O)C2N1C(=O)c1c(F)c(F)c(F)c(F)c1F
463,COCC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)N[C@@H](C)c4ccccc4)O[C@@H]3CO)c2c1,0.83,OC[C@@H]1O[C@@H](CC(=O)N2CCCCC2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)NC5CCCC5)cc34,0.83,OC[C@@H]1O[C@@H](CC(=O)N2CCCCC2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)NC5CCCC5)cc34,0.82,CN1CCN(C(=O)CC2CC3c4cc(NC(=O)CC5CC5)ccc4OC3C(CO)O2)CC1,0.45,O=C(CC1CC2(C(=O)Nc3ccccc3C(F)(F)F)Cn3c(cc(-c4ccccc4F)cc3=O)C1N2)N[SH](=O)=O
464,COCC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)N[C@@H](C)c4ccccc4)O[C@H]3CO)c2c1,0.76,OC[C@@H]1O[C@@H](CC(=O)NCCN2CCCCC2)C[C@H]3[C@@H]1Oc4ccc(NC(=O)c5ccc6OCOc6c5)cc34,0.39,COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1,0.91,CC(C)CC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccncc3)OC(CO)C1O2,0.54,CC(C)(C)S(=O)N1CCCOC(O)C2CC(CC(=O)NCc3c(F)c(F)c(F)c(F)c3F)COC21
465,COCC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)N[C@H](C)c4ccccc4)O[C@@H]3CO)c2c1,0.48,Cc1cccc(c1)S(=O)(=O)N1C[C@@H](O)COC[C@@H]2O[C@H](CC(=O)Nc3ccc(cc3)-c3ccccc3)CC[C@@H]12,0.19,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,0.98,CC(NC(=O)CC1CC2c3cc(N(C)C)ccc3OC2C(CO)O1)c1ccccc1,0.46,NS(=O)NCCCN1CCN(Cc2ccc3cc[nH]c3c2)CC1
466,COCC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)N[C@H](C)c4ccccc4)O[C@H]3CO)c2c1,0.41,Fc1cccc(F)c1S(=O)(=O)N2CCN(CC2)C(=O)c3ccc4OCCOc4c3,0.42,CCC1CCc2sc(cc2C1)C(=O)Nc1cc(ccc1OC)S(=O)(=O)N1CCOCC1,0.84,CC(NC(=O)CC1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)C(CO)O1)c1ccccc1,0.48,CNCC1Oc2c(NS(=O)(=O)c3cn(C)cn3)cccc2C(=O)N(C(C)CO)CC1C
467,COCC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)N[C@@H](C)c4ccccc4)O[C@@H]3CO)c2c1,0.82,COCCNC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)CN(C)C)cc23)[C@H](CO)O1,0.39,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,0.91,CC(C)NC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2,0.44,CCCNC(=O)Nc1ccc2c(c1)OC(CN(C)Cc1cc(OC)c(OC)c(OC)c1)C(C)NCCC(OC)CN(C)C2=O
468,COCC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)N[C@@H](C)c4ccccc4)O[C@H]3CO)c2c1,0.38,Fc1ccc(NC(=O)Nc2nnc(s2)-c2ccncc2)cc1C(F)(F)F,0.35,CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21,0.91,CC(C)NC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2,0.44,COc1ccc(CNC(=O)CC2OCC(CO)CC2NC(=O)Cc2ccccn2)cc1
469,COCC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)N[C@H](C)c4ccccc4)O[C@@H]3CO)c2c1,0.56,CN1[C@H]2CC[C@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O,0.37,NC(NCc1ccccc1)=N/C(=O)c1nc(Cl)c(N)nc1N,0.85,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)Nc5ccccc5F)ccc4OC3C(CO)O2)cc1,0.37,CC(NC(=O)CC1OC(CO)C(CO)CC1NC(=O)CN1CCOCC1)c1ccccc1
470,COCC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)N[C@H](C)c4ccccc4)O[C@H]3CO)c2c1,0.83,OC[C@@H]1O[C@@H](CC(=O)N2CCCCC2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)NC5CCCC5)cc34,0.45,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4ccco4,0.78,CCCNC(=O)CC1CC2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3OC2C(CO)O1,0.43,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O1
471,COCC(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)N[C@@H](C)c4ccccc4)O[C@@H]3CO)c2c1,0.83,OC[C@@H]1O[C@@H](CC(=O)N2CCCCC2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)NC5CCCC5)cc34,0.31,CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,0.86,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)Cc5ccncc5)ccc4OC3C(CO)O2)cc1,0.47,CCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCO
472,COCC(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)N[C@@H](C)c4ccccc4)O[C@H]3CO)c2c1,0.46,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(cc2)N3CCN(C)CC3)OCc4cn(CCCC1=O)nn4,0.33,CNCCCCOc1ccccc1Cc1ccccc1,0.91,CC(C)NC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2,0.54,COc1ccc(-c2cccc(OCC(=O)NCCCN3CCOCC3)c2)cc1
473,COCC(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)N[C@H](C)c4ccccc4)O[C@@H]3CO)c2c1,0.39,Clc1ccc(CCNC(=O)Cn2c3ccccc3c3nc4SCCn4c(=O)c23)cc1,0.3,[O-][N+](=O)c1ccc(cc1)-c1ccc(C=NN2CC(=O)NC2=O)o1,0.86,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)Cc5ccncc5)ccc4OC3C(CO)O2)cc1,0.63,CCOc1ccccc1C(=O)NCCCN1CCCC1
474,COCC(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)N[C@H](C)c4ccccc4)O[C@H]3CO)c2c1,0.16,C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,0.33,COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C,0.87,COc1cccc(CNC(=O)CC2CC3c4cc(NC(=O)CN5CCOCC5)ccc4OC3C(CO)O2)c1,0.54,O=C(CC1C(NC(=O)Cc2cccnc2)CCOC1CO)NCc1ccccc1Oc1ccccc1
475,COCC(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)N[C@@H](C)c4ccccc4)O[C@@H]3CO)c2c1,0.96,OC[C@@H]1O[C@@H](CC(=O)NCc2cc(F)ccc2F)C[C@@H]3[C@H]1Oc4ccc(NC(=O)Nc5ccc(cc5)C(F)(F)F)cc34,0.43,CCC1(C(=O)NCNC1=O)c1ccccc1,0.82,CN(C)c1ccc2c(c1)C1CC(CC(=O)NCC3CC3)OC(CO)C1O2,0.16,CN(C)C(=O)CC1OCCC2(CO)Oc3c(NS(C)(=O)=O)cccc3C12
476,COCC(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)N[C@@H](C)c4ccccc4)O[C@H]3CO)c2c1,0.48,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)CCN4CCOCC4)cc3C1=O,0.48,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)CCN4CCOCC4)cc3C1=O,0.74,CCCNC(=O)CC1CC2c3cc(NS(=O)(=O)c4ccccc4F)ccc3OC2C(CO)O1,0.37,CNCC1OCc2ccccc2-c2ccccc2C(=O)N(C(C)CO)CC1C
478,COCC(=O)Nc1ccc2O[C@H]3[C@H](C[C@H](CC(=O)N[C@H](C)c4ccccc4)O[C@H]3CO)c2c1,0.42,COc1ccccc1OCC(O)COC(N)=O,0.38,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.78,COc1ccc(CN2CC3N(C(=O)Cc4ccccc4)C(C(=O)NC(C)c4ccccc4)CC3(CO)C2)cc1,0.39,Nc1nc2cc(S(=O)(=O)c3ccc(C(F)(F)F)cc3)ccc2[nH]1
480,COCCNC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23)[C@@H](CO)O1,0.46,OC[C@@H]1[C@H]2Cn3c(cccc3=O)[C@H](N2)[C@H]1C(=O)N1CCc2ccccc2C1,0.46,CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)Nc1ccc(cc1)C(O)=O,0.86,CCCNC(=O)CC1CC2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3OC2C(CO)O1,0.66,CC1C(=O)N(C(C)CO)Cc2c(NC(=O)CCC(F)(F)F)cccc2OC1CN(C)Cc1ccncc1
481,COCCNC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23)[C@H](CO)O1,0.43,CCCC#Cc1ccc2c(O[C@@H](CN(C)C(=O)Nc3ccccc3F)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1,0.42,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc3OCOc3c2)Oc4cc(ccc4S1(=O)=O)c5ccccc5,0.9,CCCNC(=O)CC1CC2c3cc(NC(=O)C4CCOCC4)ccc3OC2C(CO)O1,0.37,Cc1c(NC(=O)CCC(N)=O)ccc(C(=O)NCCCNC(=O)CCC(=O)Nc2cc(C(=O)NCCCNC(=O)c3cccnc3)ccc2C(=O)NCCCNC(=O)c2ccncc2)c1C(=O)Nc1ccccc1C(F)(F)F
482,COCCNC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23)[C@@H](CO)O1,0.78,CN1CCN(CC1)C(=O)C[C@H]2C[C@H]3[C@H](Oc4ccc(NC(=O)Cc5ccncc5)cc34)[C@H](CO)O2,0.4,Clc1ccc2Oc3ccccc3N=C(N3CCNCC3)c2c1,0.94,CCCNCCCNC(=O)CC1CC2c3cc(NC(=O)Cc4cccnc4)ccc3OC2C(CO)O1,0.58,CCCCCCCCCCCC=CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
483,COCCNC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23)[C@H](CO)O1,0.19,Nc1ccc(O)c(c1)C(O)=O,0.16,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,0.77,COc1cccc(CNC(=O)CC2CC3c4cc(NC(=O)Cc5ccncc5)ccc4OC3C(CO)O2)c1,0.31,CCN(CC)CCOC(C)(C)C(O)CN1Cc2ccccc2S1(=O)=O
484,COCCNC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23)[C@@H](CO)O1,0.24,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CCCN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cccs3)cc2C1=O,0.26,CCCN(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)Nc3ccc(F)cc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO,0.86,CCCCCC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2,0.55,NCCCC(=O)Nc1ccc(S(=O)(=O)NCCCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC=O)cc1
485,COCCNC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23)[C@H](CO)O1,0.43,CO[C@@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1cccc(Cl)c1,0.43,COc1ccccc1S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)N2CCCCC2)O[C@H]1CO,0.85,COCCNC(=O)CC1CC2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3OC2C(CO)O1,0.5,CC(C)NC(=O)N(C)CC1OCc2ccccc2-c2ccccc2C(=O)N(C(C)CO)CC1C
486,COCCNC(=O)C[C@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23)[C@@H](CO)O1,0.74,CO[C@H](CN(C)S(=O)(=O)c1cn(C)cn1)[C@H](C)CN([C@H](C)CO)C(=O)Nc1ccc(cc1)C(F)(F)F,0.6,CC(C)NC(=O)Nc1ccc2O[C@@H](CN(C)C)[C@@H](C)CN([C@@H](C)CO)C(=O)Cc2c1,0.85,CCS(=O)(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2,0.54,CN(C)CCCC(=O)c1cccc(Cl)c1
487,COCCNC(=O)C[C@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23)[C@H](CO)O1,0.41,CO[C@H](CN(C)C(=O)c1ccc2OCOc2c1)[C@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccc(F)cc1,0.37,CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O,0.86,CCCNC(=O)CC1CC2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3OC2C(CO)O1,0.13,COC1CCC2CCN(C)C(=O)C(C)N(C)C(=O)c3cc(C#N)ccc3OCC1O2
488,COCCOC(=O)C1C(C(=C(C)N=C1C)C(=O)OC(C)C)c2cccc(c2)[N+](=O)[O-],0.62,CCCN(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)NC(C)C)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO,0.4,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,0.38,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)c5cccnc5)ccc4OC3C(CO)O2)cc1,0.29,COc1ccc(O)c(CNC(=O)CC2CCOC(CO)C2NC(=O)CCCN2CCOCC2)c1
500,CO[C@@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@@H](C)CN([C@@H](C)CO)S(=O)(=O)c1cccc(Cl)c1,0.39,COc1ccc(CNC(=O)N(C)C[C@@H]2OCc3ccccc3-c4c(C(=O)N(C[C@H]2C)[C@H](C)CO)n(C)c5ccccc45)cc1,0.22,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@@H]1OC(=O)C(=O)C1O,0.72,CCCNC(=O)NC1CCC(CCNS(=O)(=O)c2cccc(C)c2)OC1CO,0.53,OCC1NC(CO)C1c1ccccc1C#Cc1c(F)cccc1F
501,CO[C@@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1cccc(Cl)c1,0.34,COC(=O)c1c(C)c2Oc3c(Cl)c(OC)c(Cl)c(C)c3C(=O)Oc2c(C)c1OC,0.39,CC(CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C,0.65,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C#Cc3ccccn3)cc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.55,COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)CCN2CCOCC2)O3)cc1
502,CO[C@@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@H](C)CN([C@@H](C)CO)S(=O)(=O)c1cccc(Cl)c1,0.78,CO[C@@H](CN(C)Cc1ccc(cc1)-c1ccccn1)[C@H](C)CN([C@@H](C)CO)C(=O)Nc1ccc(F)cc1,0.3,CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,0.73,CCNCCCNC(=O)CC1C=CC(NS(=O)(=O)c2ccccc2)C(CO)O1,0.49,CC1CCCCOC(CN(C)C(=O)NC(C)(C)C)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)Cc3cn(C)c4ccccc34)ccc2O1
503,CO[C@@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1cccc(Cl)c1,0.58,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)Cc3ccccc3)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO,0.19,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O,0.6,CC(C)NC(=O)N(C)CC1OCc2cn(nn2)C(=O)CCCN(C(C)CO)CC1C,0.32,Cc1cc(S(=O)(=O)N2CCCc3ccccc32)c(C)c(C)c1C(=O)N(C)C
508,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2)c1ccccc1,0.88,CO[C@@H]1CC[C@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cc(ccc3OC[C@H]1O2)C#N,0.42,CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)Nc1ccc(cc1)C(O)=O,0.56,CNCC1OCCCCC(C)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C(=O)N(C(C)CO)CC1C,0.45,CCC#Cc1ccc2c(c1)OC(CN(C)Cc1nccs1)C(C)CN(C(C)CO)S2(=O)=O
509,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@H]1O2)c1ccccc1,0.83,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)C[C@H](CN(C)C(=O)c3cc(ccc3OC[C@H]1O2)C#N)c1ccccc1,0.43,COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1,0.56,CC(C)NC(=O)N(C)CC1OCCCCC(C)Oc2ccc(N(C)C)cc2C(=O)N(C(C)CO)CC1C,0.08,CC(C)NC(=O)N1CC(C)C(=O)OCC2OC(CC(=O)NC3CCN(Cc4ccccc4)C3)CCC21
510,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)C[C@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2)c1ccccc1,0.98,CO[C@@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](OC)[C@@H](C)C(=O)N(C)C[C@@H]1O2)C#N,0.48,CC=Cc1ccc(cc1)[C@@H]1[C@@H](CO)N([C@@H]1C#N)C(=O)c1cccnc1,0.57,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C)CCC(C)C(=O)N(C(C)CO)C(C)C(CN(C)Cc1cccnc1)O2,0.5,CCOC(=O)C(NC(=O)CNC(=O)c1ccccc1N)C(C)(C)C
